id_venta,id_itinerario,id_pasajero,id_ruta,id_empresa,fecha_venta,fecha_viaje,numero_asiento,monto_pagado,canal_venta,estado_pasaje,descuento_aplicado,nombre_pasajero_registrado,observaciones,anio_venta,mes_venta,cepal_modo_transporte,cepal_volumen_pasajeros_km,cepal_unidad
902,5,14,2,2,2023-05-31,2023-06-10,11,140.0,Agente,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
903,1,5,1,1,2023-12-06,2023-12-20,43,115.2,Telefono,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor,2023,12,Sin dato,0.0,Sin dato CEPALSTAT
904,14,8,10,13,2024-07-22,2024-07-29,1,21.2,Agente,Viajado,20.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2024,7,Sin dato,0.0,Sin dato CEPALSTAT
905,6,5,2,8,2025-11-15,2025-11-28,26,138.6,Telefono,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
906,13,2,8,4,2025-07-12,2025-07-27,38,38.15,Web,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2025,7,Sin dato,0.0,Sin dato CEPALSTAT
907,12,15,7,6,2024-09-24,2024-10-24,46,41.2,Web,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2024,9,Sin dato,0.0,Sin dato CEPALSTAT
908,10,7,6,10,2025-01-13,2025-01-18,37,94.5,Agente,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones,2025,1,Sin dato,0.0,Sin dato CEPALSTAT
909,9,2,5,12,2025-08-20,2025-09-12,42,153.0,Telefono,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor,2025,8,Sin dato,0.0,Sin dato CEPALSTAT
910,12,5,7,6,2023-02-13,2023-02-22,36,32.64,Ventanilla,Viajado,20.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
911,6,7,2,8,2023-06-26,2023-07-07,37,119.7,Agente,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
912,11,12,7,4,2023-08-18,2023-09-11,15,44.0,Ventanilla,Viajado,0.0,JUAN CARLOS,Sin observaciones,2023,8,Sin dato,0.0,Sin dato CEPALSTAT
913,2,13,1,1,2023-09-11,2023-10-11,27,98.28,Ventanilla,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
914,9,12,5,12,2024-08-13,2024-08-20,23,153.9,Agente,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2024,8,Sin dato,0.0,Sin dato CEPALSTAT
915,6,9,2,8,2023-05-14,2023-05-18,13,144.2,Ventanilla,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasaje con equipaje extra,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
916,5,18,2,2,2025-06-30,2025-07-21,4,142.8,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
917,12,12,7,6,2023-05-11,2023-05-19,12,34.2,Ventanilla,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
918,11,4,7,4,2025-07-29,2025-08-24,7,45.6,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra,2025,7,Sin dato,0.0,Sin dato CEPALSTAT
919,7,17,3,3,2023-02-16,2023-03-13,45,118.8,Ventanilla,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
920,2,11,1,1,2025-01-12,2025-01-14,27,106.8,Telefono,Cancelado,0.0,SIN REGISTRO,Sin observaciones,2025,1,Sin dato,0.0,Sin dato CEPALSTAT
921,8,14,4,11,2025-09-10,2025-09-30,32,68.6,Ventanilla,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2025,9,Sin dato,0.0,Sin dato CEPALSTAT
922,2,18,1,1,2024-05-19,2024-05-25,41,103.68,Ventanilla,Viajado,10.0,SILVIA ROSARIO MONTA?O PEREZ,Pasaje con equipaje extra,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
923,11,20,7,4,2025-11-13,2025-12-02,21,36.8,Agente,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
924,12,19,7,6,2023-04-25,2023-05-23,17,38.8,Telefono,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
925,1,6,1,1,2024-01-27,2024-02-09,46,111.6,Telefono,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
926,4,15,1,5,2024-02-17,2024-03-03,6,110.4,Agente,Cancelado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2024,2,Sin dato,0.0,Sin dato CEPALSTAT
927,10,8,6,10,2024-05-18,2024-05-21,37,88.2,Agente,Confirmado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
928,4,5,1,5,2024-02-23,2024-02-26,12,127.2,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor,2024,2,Sin dato,0.0,Sin dato CEPALSTAT
929,6,1,2,8,2023-03-27,2023-04-08,32,152.6,Agente,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2023,3,Sin dato,0.0,Sin dato CEPALSTAT
930,15,2,11,13,2024-12-08,2024-12-27,42,10.9,Ventanilla,Confirmado,0.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
931,3,4,1,3,2023-11-25,2023-11-28,32,116.4,Ventanilla,Cancelado,0.0,JUAN CARLOS,Pasajero adulto mayor,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
932,9,14,5,12,2025-06-19,2025-07-10,41,153.0,Telefono,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
933,1,16,1,1,2023-05-27,2023-06-15,33,96.12,Telefono,Viajado,10.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
934,4,12,1,5,2022-12-24,2023-01-03,43,104.4,Telefono,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra,2022,12,Transporte Aereo,4424351213.328,kilómetros de pasajeros facturados
935,12,2,7,6,2023-11-22,2023-12-16,34,32.4,Ventanilla,Viajado,10.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
936,10,4,6,10,2025-02-16,2025-03-13,46,81.0,Telefono,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2025,2,Sin dato,0.0,Sin dato CEPALSTAT
937,9,6,5,12,2023-04-13,2023-04-28,19,162.0,Telefono,Cancelado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
938,2,15,1,1,2025-03-17,2025-03-25,15,129.6,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2025,3,Sin dato,0.0,Sin dato CEPALSTAT
939,12,17,7,6,2025-07-25,2025-08-15,27,40.8,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2025,7,Sin dato,0.0,Sin dato CEPALSTAT
940,1,8,1,1,2024-04-02,2024-04-06,4,106.8,Agente,Viajado,0.0,SIN REGISTRO,Sin observaciones,2024,4,Sin dato,0.0,Sin dato CEPALSTAT
941,4,1,1,5,2024-07-14,2024-07-17,18,85.44,Ventanilla,Viajado,20.0,JUAN CARLOS MAMANI QUISPE,Pasajero adulto mayor,2024,7,Sin dato,0.0,Sin dato CEPALSTAT
942,14,15,10,13,2025-08-24,2025-09-13,24,26.75,Agente,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2025,8,Sin dato,0.0,Sin dato CEPALSTAT
943,14,7,10,13,2024-12-20,2024-12-31,6,24.5,Ventanilla,Viajado,0.0,MARIA ELENA FLORES,Sin observaciones,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
944,8,4,4,11,2025-02-22,2025-03-06,10,60.2,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2025,2,Sin dato,0.0,Sin dato CEPALSTAT
945,7,20,3,3,2022-12-28,2023-01-16,2,106.7,Ventanilla,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2022,12,Transporte Aereo,4424351213.328,kilómetros de pasajeros facturados
946,5,10,2,2,2023-02-15,2023-03-13,1,154.0,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
947,14,3,10,13,2024-01-06,2024-01-10,27,27.0,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
948,8,1,4,11,2024-12-20,2024-12-31,37,55.44,Ventanilla,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
949,12,3,7,6,2023-05-16,2023-05-27,16,39.6,Agente,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
950,5,14,2,2,2025-06-19,2025-07-19,38,126.0,Web,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
951,11,4,7,4,2024-06-27,2024-07-01,1,41.04,Telefono,Viajado,10.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2024,6,Sin dato,0.0,Sin dato CEPALSTAT
952,4,4,1,5,2024-05-31,2024-06-03,40,104.4,Agente,Cancelado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
953,2,19,1,1,2023-01-26,2023-02-12,18,112.8,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
954,6,1,2,8,2025-02-11,2025-03-07,30,156.8,Ventanilla,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2025,2,Sin dato,0.0,Sin dato CEPALSTAT
955,15,18,11,13,2023-12-13,2023-12-26,36,9.4,Agente,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2023,12,Sin dato,0.0,Sin dato CEPALSTAT
956,6,10,2,8,2025-10-21,2025-10-31,17,127.4,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2025,10,Sin dato,0.0,Sin dato CEPALSTAT
957,5,6,2,2,2023-06-11,2023-06-20,3,123.48,Agente,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
958,10,1,6,10,2023-05-05,2023-05-25,25,83.7,Agente,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
959,15,17,11,13,2025-11-06,2025-11-09,33,8.55,Web,Viajado,10.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
960,6,2,2,8,2025-02-15,2025-03-04,2,154.0,Agente,Viajado,0.0,SIN REGISTRO,Sin observaciones,2025,2,Sin dato,0.0,Sin dato CEPALSTAT
961,10,4,6,10,2025-04-21,2025-05-14,11,83.7,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
962,2,3,1,1,2023-12-19,2023-12-20,22,106.8,Ventanilla,Confirmado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2023,12,Sin dato,0.0,Sin dato CEPALSTAT
963,11,17,7,4,2025-04-16,2025-04-29,23,39.6,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasaje con equipaje extra,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
964,13,2,8,4,2025-12-03,2025-12-21,32,30.87,Agente,Viajado,10.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra,2025,12,Sin dato,0.0,Sin dato CEPALSTAT
965,5,2,2,2,2024-05-24,2024-06-12,3,127.4,Agente,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
966,12,8,7,6,2022-12-12,2023-01-04,21,45.2,Agente,Cancelado,0.0,MARIA ELENA FLORES,Sin observaciones,2022,12,Transporte Aereo,4424351213.328,kilómetros de pasajeros facturados
967,13,5,8,4,2023-10-05,2023-10-21,41,33.6,Telefono,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
968,8,7,4,11,2024-03-13,2024-04-02,2,66.5,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
969,9,13,5,12,2024-11-28,2024-12-06,33,165.0,Agente,Viajado,0.0,JUAN CARLOS,Sin observaciones,2024,11,Sin dato,0.0,Sin dato CEPALSTAT
970,8,12,4,11,2023-07-25,2023-08-23,6,79.8,Telefono,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2023,7,Sin dato,0.0,Sin dato CEPALSTAT
971,7,15,3,3,2025-04-01,2025-04-28,20,117.7,Web,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
972,10,10,6,10,2024-03-26,2024-04-08,4,67.68,Telefono,Viajado,20.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
973,11,19,7,4,2025-03-23,2025-04-10,1,36.36,Telefono,Cancelado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2025,3,Sin dato,0.0,Sin dato CEPALSTAT
974,10,20,6,10,2024-02-03,2024-03-02,7,68.85,Web,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2024,2,Sin dato,0.0,Sin dato CEPALSTAT
975,13,17,8,4,2023-04-25,2023-05-03,29,31.5,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasaje con equipaje extra,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
976,4,12,1,5,2023-07-13,2023-08-03,5,99.36,Web,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra,2023,7,Sin dato,0.0,Sin dato CEPALSTAT
977,5,15,2,2,2025-08-01,2025-08-25,13,138.6,Web,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2025,8,Sin dato,0.0,Sin dato CEPALSTAT
978,6,13,2,8,2023-04-07,2023-04-28,11,112.14,Ventanilla,Confirmado,10.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
979,13,20,8,4,2025-04-26,2025-05-10,45,39.55,Web,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
980,8,15,4,11,2025-12-16,2025-12-26,43,61.11,Web,Cancelado,10.0,SIN REGISTRO,Sin observaciones,2025,12,Sin dato,0.0,Sin dato CEPALSTAT
981,10,8,6,10,2023-10-09,2023-11-04,12,77.76,Ventanilla,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
982,12,18,7,6,2024-08-22,2024-09-12,38,37.6,Ventanilla,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasajero adulto mayor,2024,8,Sin dato,0.0,Sin dato CEPALSTAT
983,5,1,2,2,2023-02-05,2023-02-16,39,155.4,Telefono,Confirmado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
984,15,14,11,13,2023-08-01,2023-08-30,20,10.6,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2023,8,Sin dato,0.0,Sin dato CEPALSTAT
985,10,16,6,10,2023-10-19,2023-10-28,32,98.1,Agente,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
986,6,6,2,8,2025-09-21,2025-10-14,11,133.0,Web,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2025,9,Sin dato,0.0,Sin dato CEPALSTAT
987,12,19,7,6,2025-08-10,2025-08-17,35,37.6,Agente,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2025,8,Sin dato,0.0,Sin dato CEPALSTAT
988,7,5,3,3,2024-07-13,2024-08-04,20,89.1,Telefono,Viajado,10.0,JUAN CARLOS,Sin observaciones,2024,7,Sin dato,0.0,Sin dato CEPALSTAT
989,3,10,1,3,2023-06-13,2023-06-14,23,132.0,Ventanilla,Viajado,0.0,MARIA ELENA FLORES,Sin observaciones,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
990,7,3,3,3,2023-05-18,2023-05-27,16,96.8,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
991,12,15,7,6,2025-11-15,2025-11-29,37,36.0,Ventanilla,Cancelado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
992,15,7,11,13,2024-09-13,2024-10-02,19,11.0,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor,2024,9,Sin dato,0.0,Sin dato CEPALSTAT
993,7,20,3,3,2023-09-21,2023-10-01,20,100.98,Agente,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
994,12,19,7,6,2025-07-11,2025-07-29,6,36.0,Web,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2025,7,Sin dato,0.0,Sin dato CEPALSTAT
995,2,14,1,1,2023-12-19,2024-01-08,16,102.0,Ventanilla,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2023,12,Sin dato,0.0,Sin dato CEPALSTAT
996,3,14,1,3,2024-03-02,2024-03-21,42,87.36,Telefono,Viajado,20.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
997,12,7,7,6,2023-04-05,2023-04-25,13,36.16,Agente,Viajado,20.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
998,14,19,10,13,2024-08-16,2024-08-18,46,21.15,Agente,Confirmado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2024,8,Sin dato,0.0,Sin dato CEPALSTAT
999,3,20,1,3,2025-05-10,2025-06-06,15,92.88,Telefono,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2025,5,Sin dato,0.0,Sin dato CEPALSTAT
1000,8,20,4,11,2025-09-14,2025-10-08,28,65.8,Agente,Cancelado,0.0,SIN REGISTRO,Sin observaciones,2025,9,Sin dato,0.0,Sin dato CEPALSTAT
1001,6,5,2,8,2023-07-09,2023-07-15,2,120.4,Telefono,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor,2023,7,Sin dato,0.0,Sin dato CEPALSTAT
1002,6,3,2,8,2023-09-30,2023-10-11,20,149.8,Agente,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
1003,2,4,1,1,2023-12-13,2024-01-02,41,87.36,Ventanilla,Cancelado,20.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2023,12,Sin dato,0.0,Sin dato CEPALSTAT
1004,12,17,7,6,2024-12-14,2024-12-27,14,34.4,Ventanilla,Cancelado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
1005,2,15,1,1,2023-01-03,2023-01-22,13,120.0,Agente,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
1006,10,20,6,10,2023-02-19,2023-03-14,15,95.4,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
1007,7,3,3,3,2024-01-31,2024-02-25,1,106.7,Web,Viajado,0.0,JUAN CARLOS,Sin observaciones,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
1008,2,10,1,1,2023-02-23,2023-03-22,31,123.12,Ventanilla,Cancelado,10.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
1009,4,16,1,5,2024-10-18,2024-11-09,1,121.2,Ventanilla,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2024,10,Sin dato,0.0,Sin dato CEPALSTAT
1010,4,12,1,5,2025-03-06,2025-04-04,39,122.04,Web,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2025,3,Sin dato,0.0,Sin dato CEPALSTAT
1011,12,17,7,6,2024-12-18,2024-12-25,13,42.8,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
1012,9,4,5,12,2023-03-28,2023-04-17,11,140.4,Ventanilla,Viajado,10.0,MARIA ELENA FLORES,Sin observaciones,2023,3,Sin dato,0.0,Sin dato CEPALSTAT
1013,10,7,6,10,2023-08-14,2023-09-08,7,93.6,Web,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2023,8,Sin dato,0.0,Sin dato CEPALSTAT
1014,9,19,5,12,2025-06-11,2025-06-29,19,132.0,Web,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
1015,6,10,2,8,2024-03-31,2024-04-08,46,144.2,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
1016,11,12,7,4,2023-02-22,2023-03-12,40,39.6,Web,Cancelado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
1017,13,19,8,4,2025-12-23,2025-12-29,40,31.15,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2025,12,Sin dato,0.0,Sin dato CEPALSTAT
1018,15,14,11,13,2024-03-13,2024-04-09,13,9.2,Ventanilla,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
1019,2,13,1,1,2024-09-03,2024-09-17,18,122.4,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2024,9,Sin dato,0.0,Sin dato CEPALSTAT
1020,5,12,2,2,2025-02-28,2025-03-12,36,141.4,Agente,Viajado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2025,2,Sin dato,0.0,Sin dato CEPALSTAT
1021,14,15,10,13,2024-01-04,2024-01-12,7,21.25,Agente,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
1022,9,11,5,12,2023-11-13,2023-11-25,9,159.0,Ventanilla,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasajero adulto mayor,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
1023,8,10,4,11,2025-06-26,2025-07-18,29,72.8,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
1024,4,20,1,5,2024-11-06,2024-11-21,15,129.6,Web,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2024,11,Sin dato,0.0,Sin dato CEPALSTAT
1025,14,16,10,13,2025-12-11,2025-12-29,35,25.2,Agente,Viajado,10.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2025,12,Sin dato,0.0,Sin dato CEPALSTAT
1026,5,11,2,2,2023-04-13,2023-04-14,39,101.92,Web,Viajado,20.0,JUAN CARLOS,Pasajero adulto mayor,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
1027,12,12,7,6,2025-06-25,2025-06-29,31,36.4,Web,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
1028,13,12,8,4,2023-08-15,2023-08-23,4,32.76,Agente,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra,2023,8,Sin dato,0.0,Sin dato CEPALSTAT
1029,8,2,4,11,2023-09-25,2023-09-30,22,64.89,Web,Viajado,10.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
1030,12,15,7,6,2023-05-29,2023-06-01,11,40.32,Agente,Viajado,10.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
1031,12,18,7,6,2025-01-18,2025-02-09,21,38.52,Agente,Cancelado,10.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2025,1,Sin dato,0.0,Sin dato CEPALSTAT
1032,3,14,1,3,2024-03-22,2024-04-12,2,118.8,Telefono,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
1033,14,8,10,13,2025-10-30,2025-11-05,11,18.0,Ventanilla,Viajado,20.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2025,10,Sin dato,0.0,Sin dato CEPALSTAT
