id_venta,id_itinerario,id_pasajero,id_ruta,id_empresa,fecha_venta,fecha_viaje,numero_asiento,monto_pagado,canal_venta,estado_pasaje,descuento_aplicado,nombre_pasajero_registrado,observaciones
573,8,7,4,11,2025-12-15,2025-12-31,5,54.18,Web,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor
574,15,4,11,13,2023-04-05,2023-04-24,31,9.7,Ventanilla,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra
575,10,17,6,10,2025-10-25,2025-11-07,20,79.2,Web,Viajado,0.0,mARIA eLENA fLoReS,Pasaje con equipaje extra
576,7,10,3,3,2023-09-07,2023-09-15,25,117.7,Telefono,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor
577,6,17,2,8,2024-07-21,2024-07-22,3,135.8,Ventanilla,Cancelado,0.0,RICARDO ERNESTO PONCE MONTAÑO,
578,8,14,4,11,2023-07-27,2023-08-06,38,71.82,Web,Viajado,10.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor
579,15,6,11,13,2023-07-08,2023-07-29,10,8.7,Telefono,Cancelado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor
580,11,19,7,4,2024-02-07,2024-02-08,9,39.2,Agente,Cancelado,0.0,,Pasaje con equipaje extra
581,12,19,7,6,2024-07-23,2024-07-28,37,36.0,Agente,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,
582,2,16,1,1,2025-07-20,2025-07-31,16,128.4,Telefono,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
583,3,5,1,3,2025-02-13,2025-02-25,13,112.8,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra
584,7,18,3,3,2024-04-13,2024-05-11,26,99.0,Telefono,Confirmado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones
585,10,7,6,10,2024-10-19,2024-11-18,38,70.56,Web,Viajado,20.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor
586,14,9,10,13,2023-01-25,2023-02-16,26,19.35,Web,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,
587,1,3,1,1,2023-07-30,2023-07-31,39,116.64,Web,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra
588,11,14,7,4,2024-10-12,2024-10-14,21,45.6,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra
589,4,14,1,5,2023-01-13,2023-01-21,3,104.76,Agente,Viajado,10.0,  JUAN   carlos  ,Sin observaciones
590,8,3,4,11,2024-04-29,2024-05-07,20,75.6,Telefono,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor
591,15,5,11,13,2023-05-26,2023-06-05,24,10.3,Telefono,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor
592,6,16,2,8,2023-06-14,2023-06-19,2,123.2,Telefono,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
593,3,20,1,3,2024-02-23,2024-03-22,21,136.8,Ventanilla,Cancelado,0.0,CARMEN ROSA OPORTO FLORES,
594,7,7,3,3,2025-11-14,2025-11-29,39,103.95,Ventanilla,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor
595,15,8,11,13,2023-12-05,2023-12-15,20,9.8,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra
596,14,13,10,13,2025-03-29,2025-04-10,6,27.5,Telefono,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones
597,3,8,1,3,2023-12-09,2023-12-16,29,136.8,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,
598,7,3,3,3,2023-02-14,2023-02-19,15,85.14,Agente,Viajado,10.0,mARIA eLENA fLoReS,Pasaje con equipaje extra
599,8,15,4,11,2024-09-17,2024-10-15,13,79.8,Ventanilla,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Sin observaciones
600,11,14,7,4,2024-12-12,2025-01-08,40,38.0,Ventanilla,Viajado,0.0,,Pasaje con equipaje extra
601,6,1,2,8,2025-05-26,2025-05-27,41,128.8,Ventanilla,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
602,14,7,10,13,2023-11-17,2023-12-11,39,19.58,Agente,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor
603,1,20,1,1,2024-04-04,2024-05-03,35,104.76,Web,Viajado,10.0,CARMEN ROSA OPORTO FLORES,
604,1,19,1,1,2024-09-09,2024-10-03,36,135.6,Agente,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra
605,7,11,3,3,2024-06-30,2024-07-25,17,118.8,Ventanilla,Confirmado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones
606,14,14,10,13,2024-05-18,2024-06-09,34,24.53,Web,Viajado,10.0,CLAUDIA VERONICA SALINAS IBAÑEZ,
607,8,20,4,11,2023-03-01,2023-03-03,42,71.4,Ventanilla,Cancelado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra
608,8,3,4,11,2024-12-05,2024-12-11,37,78.4,Ventanilla,Viajado,0.0,  JUAN   carlos  ,
609,6,14,2,8,2023-04-09,2023-04-25,15,152.6,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor
610,12,10,7,6,2025-06-20,2025-07-20,20,40.4,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,
611,13,19,8,4,2025-08-06,2025-08-13,24,30.8,Agente,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor
612,1,20,1,1,2024-03-14,2024-04-03,43,118.8,Agente,Viajado,0.0,CARMEN ROSA OPORTO FLORES,
613,1,14,1,1,2023-07-27,2023-07-30,12,104.4,Agente,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Sin observaciones
614,5,4,2,2,2024-05-16,2024-05-25,18,135.8,Agente,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor
615,1,16,1,1,2024-12-31,2025-01-30,11,121.2,Agente,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
616,1,13,1,1,2023-06-12,2023-06-21,7,101.52,Telefono,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra
617,4,19,1,5,2024-04-10,2024-04-20,14,132.0,Telefono,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra
618,14,18,10,13,2025-05-15,2025-05-21,41,24.25,Ventanilla,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasaje con equipaje extra
619,7,13,3,3,2024-12-04,2024-12-15,1,96.8,Telefono,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,
620,10,9,6,10,2023-08-02,2023-08-16,12,101.7,Agente,Viajado,0.0,,Pasajero adulto mayor
621,12,7,7,6,2024-08-29,2024-09-27,43,35.84,Ventanilla,Viajado,20.0,mARIA eLENA fLoReS,Sin observaciones
622,7,13,3,3,2024-01-28,2024-02-18,26,119.9,Agente,Cancelado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra
623,1,11,1,1,2023-04-15,2023-05-06,16,129.6,Agente,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra
624,13,6,8,4,2024-06-20,2024-07-14,38,36.05,Web,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra
625,2,17,1,1,2025-01-21,2025-02-13,31,112.8,Ventanilla,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,
626,13,5,8,4,2025-10-18,2025-11-01,42,34.65,Telefono,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra
627,14,19,10,13,2024-10-18,2024-10-20,11,28.0,Web,Cancelado,0.0,  JUAN   carlos  ,
628,9,11,5,12,2023-10-31,2023-11-03,21,171.0,Telefono,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasajero adulto mayor
629,1,1,1,1,2025-07-30,2025-08-25,11,108.0,Ventanilla,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones
630,3,5,1,3,2023-05-18,2023-06-02,41,122.04,Ventanilla,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones
631,4,10,1,5,2024-09-20,2024-10-06,45,108.48,Agente,Viajado,20.0,GLORIA BEATRIZ ARCE VILLANUEVA,
632,1,6,1,1,2024-07-15,2024-08-12,35,102.0,Ventanilla,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones
633,10,7,6,10,2025-02-23,2025-03-16,13,85.05,Agente,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
634,10,13,6,10,2023-02-11,2023-03-09,23,102.6,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasajero adulto mayor
635,9,8,5,12,2025-01-04,2025-02-01,44,148.5,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,
636,15,5,11,13,2025-03-07,2025-03-22,42,8.28,Agente,Cancelado,10.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra
637,9,10,5,12,2024-02-24,2024-03-11,1,133.5,Telefono,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones
638,13,18,8,4,2023-10-30,2023-11-03,10,32.2,Web,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,
639,13,7,8,4,2025-03-20,2025-03-23,36,35.28,Web,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,
640,1,9,1,1,2023-04-10,2023-04-16,27,114.0,Ventanilla,Viajado,0.0,,Pasaje con equipaje extra
641,15,20,11,13,2025-05-31,2025-06-05,29,10.8,Agente,Viajado,0.0,CARMEN ROSA OPORTO FLORES,
642,2,1,1,1,2024-04-24,2024-04-29,31,91.8,Agente,Cancelado,10.0,JUAN CARLOS MAMANI QUISPE,
643,2,13,1,1,2024-02-27,2024-03-27,35,93.12,Agente,Cancelado,20.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra
644,11,13,7,4,2024-03-18,2024-03-31,28,41.2,Web,Viajado,0.0,mARIA eLENA fLoReS,Pasajero adulto mayor
645,12,17,7,6,2025-10-25,2025-11-13,13,44.8,Telefono,Cancelado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
646,9,5,5,12,2023-08-18,2023-08-27,23,168.0,Agente,Viajado,0.0,  JUAN   carlos  ,
647,15,11,11,13,2025-01-07,2025-01-23,11,10.08,Web,Viajado,10.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra
648,4,19,1,5,2024-09-23,2024-10-03,34,98.28,Telefono,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,
649,11,1,7,4,2025-06-23,2025-06-30,34,43.6,Ventanilla,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
650,9,17,5,12,2025-05-05,2025-06-02,38,121.5,Telefono,Viajado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor
651,15,17,11,13,2025-09-25,2025-10-15,11,9.63,Telefono,Viajado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones
652,9,7,5,12,2025-08-28,2025-09-27,26,154.5,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,
653,3,18,1,3,2024-08-06,2024-09-05,1,108.0,Agente,Cancelado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,
654,14,19,10,13,2025-12-07,2025-12-13,34,22.73,Ventanilla,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra
655,13,15,8,4,2023-08-22,2023-09-04,9,39.2,Ventanilla,Cancelado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasajero adulto mayor
656,8,7,4,11,2023-05-05,2023-05-28,28,65.1,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
657,8,14,4,11,2025-03-04,2025-03-08,11,74.9,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,
658,8,10,4,11,2024-03-14,2024-03-18,20,74.9,Telefono,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra
659,7,9,3,3,2023-07-04,2023-07-29,27,92.07,Telefono,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,
660,6,11,2,8,2024-09-21,2024-09-30,10,156.8,Ventanilla,Viajado,0.0,,
661,6,1,2,8,2023-02-06,2023-03-04,33,124.6,Telefono,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasajero adulto mayor
662,4,19,1,5,2025-09-30,2025-10-25,17,122.4,Agente,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones
663,8,3,4,11,2024-06-29,2024-07-07,35,68.04,Agente,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra
664,2,20,1,1,2023-05-14,2023-06-05,20,135.6,Ventanilla,Viajado,0.0,CARMEN ROSA OPORTO FLORES,
665,2,10,1,1,2025-03-11,2025-04-05,29,115.2,Telefono,Viajado,0.0,  JUAN   carlos  ,
666,3,17,1,3,2024-03-26,2024-04-25,26,91.2,Agente,Viajado,20.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
667,13,11,8,4,2024-11-03,2024-11-15,26,34.3,Agente,Viajado,0.0,mARIA eLENA fLoReS,Sin observaciones
668,12,12,7,6,2024-10-10,2024-10-17,35,27.52,Telefono,Viajado,20.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra
669,12,19,7,6,2024-10-12,2024-11-01,40,35.2,Web,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra
670,13,14,8,4,2025-11-02,2025-11-22,32,32.2,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra
671,14,6,10,13,2023-07-24,2023-08-17,17,20.03,Ventanilla,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra
672,5,11,2,2,2024-04-04,2024-04-19,7,159.6,Ventanilla,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,
673,4,6,1,5,2023-03-22,2023-03-26,17,123.6,Ventanilla,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor
674,5,16,2,2,2025-02-11,2025-02-26,37,123.2,Web,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
675,9,18,5,12,2024-08-18,2024-08-26,11,142.5,Telefono,Cancelado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasaje con equipaje extra
676,15,1,11,13,2025-11-20,2025-12-01,8,7.92,Web,Confirmado,10.0,JUAN CARLOS MAMANI QUISPE,Pasajero adulto mayor
677,3,4,1,3,2025-03-16,2025-04-07,36,110.16,Web,Viajado,10.0,ANA LUISA CONDORI HUANCA,
678,8,19,4,11,2023-10-18,2023-11-01,27,77.0,Web,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra
679,11,18,7,4,2025-09-08,2025-09-28,18,36.4,Agente,Confirmado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasaje con equipaje extra
680,6,9,2,8,2023-07-17,2023-08-03,15,131.6,Agente,Viajado,0.0,,
681,10,8,6,10,2025-10-15,2025-11-09,25,102.6,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra
682,5,13,2,2,2023-05-12,2023-05-29,2,137.34,Web,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,
683,11,4,7,4,2025-01-12,2025-01-18,12,38.8,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra
684,4,2,1,5,2025-03-16,2025-03-25,24,103.2,Web,Cancelado,0.0,  JUAN   carlos  ,Pasaje con equipaje extra
685,15,15,11,13,2025-06-08,2025-07-07,3,8.7,Agente,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra
686,8,6,4,11,2024-11-26,2024-12-15,45,79.1,Agente,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra
687,1,20,1,1,2024-09-04,2024-09-25,46,105.6,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor
688,3,17,1,3,2025-05-06,2025-05-11,45,108.0,Ventanilla,Cancelado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor
689,15,19,11,13,2023-02-08,2023-03-03,11,11.4,Agente,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,
690,7,11,3,3,2023-07-17,2023-07-29,10,96.03,Telefono,Viajado,10.0,mARIA eLENA fLoReS,Pasajero adulto mayor
691,6,1,2,8,2024-01-15,2024-01-24,13,134.4,Web,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones
692,11,3,7,4,2025-12-17,2025-12-21,29,45.6,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor
693,13,11,8,4,2024-01-20,2024-02-13,24,39.9,Agente,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,
694,13,20,8,4,2025-11-03,2025-11-14,37,29.93,Telefono,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Sin observaciones
695,7,15,3,3,2024-12-02,2024-12-28,31,99.0,Web,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasajero adulto mayor
696,6,16,2,8,2025-08-26,2025-09-09,18,145.6,Ventanilla,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasajero adulto mayor
697,10,1,6,10,2023-02-10,2023-02-23,34,92.7,Telefono,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
698,4,11,1,5,2025-02-03,2025-02-15,24,112.8,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra
699,2,8,1,1,2024-09-16,2024-10-05,46,106.8,Ventanilla,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra
700,14,7,10,13,2025-07-08,2025-07-21,46,27.25,Agente,Cancelado,0.0,,
701,11,6,7,4,2023-07-01,2023-07-09,5,42.4,Web,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,
702,15,14,11,13,2023-05-26,2023-06-23,9,10.7,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor
703,2,1,1,1,2025-05-30,2025-06-01,15,111.6,Telefono,Viajado,0.0,  JUAN   carlos  ,Pasaje con equipaje extra
704,2,13,1,1,2023-07-11,2023-07-30,8,118.8,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra
705,5,3,2,2,2025-10-25,2025-11-08,12,121.8,Telefono,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor
706,5,13,2,2,2023-11-06,2023-11-11,25,151.2,Telefono,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones
707,5,15,2,2,2023-08-23,2023-08-31,33,141.4,Web,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,
708,6,10,2,8,2025-12-15,2025-12-28,8,130.2,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,
709,1,18,1,1,2023-07-19,2023-07-20,15,132.0,Agente,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasajero adulto mayor
710,14,16,10,13,2023-10-02,2023-10-26,1,22.25,Web,Viajado,0.0,MONICA CECILIA CASTRO PONCE,
711,6,10,2,8,2023-03-13,2023-03-31,14,126.0,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra
712,1,17,1,1,2023-01-27,2023-02-20,27,118.8,Web,Cancelado,0.0,RICARDO ERNESTO PONCE MONTAÑO,
713,9,6,5,12,2025-05-18,2025-05-30,37,150.0,Web,Cancelado,0.0,mARIA eLENA fLoReS,
714,10,5,6,10,2024-08-13,2024-08-31,46,76.5,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra
715,10,1,6,10,2023-10-17,2023-10-27,41,99.0,Web,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasajero adulto mayor
716,12,4,7,6,2023-11-06,2023-11-07,5,38.52,Telefono,Cancelado,10.0,ANA LUISA CONDORI HUANCA,
717,4,11,1,5,2023-04-21,2023-05-13,20,122.4,Ventanilla,Cancelado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,
718,13,6,8,4,2024-04-01,2024-04-13,8,36.05,Web,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor
719,10,8,6,10,2025-01-20,2025-02-09,27,84.24,Ventanilla,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,
720,10,8,6,10,2025-02-27,2025-03-10,39,78.3,Web,Viajado,0.0,,
721,8,16,4,11,2023-02-27,2023-03-21,43,69.3,Ventanilla,Viajado,0.0,MONICA CECILIA CASTRO PONCE,
722,9,11,5,12,2024-11-04,2024-11-28,25,160.5,Agente,Viajado,0.0,  JUAN   carlos  ,Pasaje con equipaje extra
723,7,4,3,3,2024-03-13,2024-03-15,42,84.15,Telefono,Viajado,10.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra
724,8,17,4,11,2025-10-09,2025-10-17,23,66.5,Ventanilla,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
725,7,3,3,3,2024-02-07,2024-02-10,42,106.92,Ventanilla,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor
726,5,7,2,2,2024-07-30,2024-08-23,3,124.74,Ventanilla,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
727,3,15,1,3,2025-11-30,2025-12-17,46,129.6,Ventanilla,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra
728,1,8,1,1,2025-08-12,2025-09-03,16,126.0,Ventanilla,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor
729,7,20,3,3,2023-09-30,2023-10-30,19,105.93,Web,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra
730,12,16,7,6,2024-10-21,2024-11-04,7,36.0,Web,Cancelado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
731,12,4,7,6,2023-02-04,2023-02-06,36,34.56,Ventanilla,Cancelado,10.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra
732,1,3,1,1,2024-04-17,2024-05-07,35,136.8,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor
733,14,15,10,13,2023-10-19,2023-11-07,20,24.25,Telefono,Cancelado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra
734,9,15,5,12,2025-04-23,2025-04-30,28,157.5,Ventanilla,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,
735,7,5,3,3,2023-11-20,2023-12-10,28,118.8,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones
736,10,3,6,10,2023-04-03,2023-04-21,29,100.8,Telefono,Viajado,0.0,mARIA eLENA fLoReS,Pasaje con equipaje extra
737,5,16,2,2,2025-12-07,2025-12-14,42,119.0,Ventanilla,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
738,1,20,1,1,2023-09-23,2023-10-02,19,120.0,Agente,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor
739,3,19,1,3,2025-01-12,2025-01-15,34,122.4,Telefono,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra
740,8,1,4,11,2024-03-15,2024-04-03,14,79.1,Web,Viajado,0.0,,
741,7,12,3,3,2023-03-25,2023-04-23,34,95.04,Web,Cancelado,10.0,  JUAN   carlos  ,Pasaje con equipaje extra
742,2,3,1,1,2024-02-28,2024-03-26,28,124.8,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor
743,12,20,7,6,2023-01-02,2023-02-01,2,36.4,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones
744,3,3,1,3,2024-06-25,2024-07-05,18,127.2,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor
745,7,7,3,3,2024-08-24,2024-09-03,21,112.86,Agente,Confirmado,10.0,MIGUEL ANGEL QUISPE MAMANI,
746,13,20,8,4,2023-03-02,2023-03-07,11,36.05,Web,Viajado,0.0,CARMEN ROSA OPORTO FLORES,
747,5,4,2,2,2023-03-16,2023-03-26,14,109.62,Agente,Viajado,10.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor
748,1,14,1,1,2025-01-13,2025-02-01,18,104.4,Agente,Confirmado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor
749,7,12,3,3,2024-05-19,2024-06-13,36,111.87,Ventanilla,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra
750,9,13,5,12,2024-11-15,2024-12-10,13,129.0,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones
751,3,12,1,3,2022-12-28,2023-01-09,1,115.2,Agente,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,
752,5,14,2,2,2024-09-28,2024-10-17,38,147.0,Ventanilla,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,
753,11,6,7,4,2024-04-05,2024-04-13,11,38.88,Web,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor
754,2,16,1,1,2023-05-11,2023-05-12,42,118.8,Web,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
755,15,18,11,13,2023-06-11,2023-06-19,1,11.4,Agente,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasaje con equipaje extra
756,15,20,11,13,2023-03-08,2023-03-17,18,10.2,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra
757,9,2,5,12,2023-10-09,2023-11-02,28,118.8,Web,Cancelado,20.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra
758,7,2,3,3,2025-07-20,2025-07-23,15,123.2,Ventanilla,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones
759,4,4,1,5,2025-02-12,2025-02-18,9,128.4,Telefono,Cancelado,0.0,mARIA eLENA fLoReS,Pasajero adulto mayor
760,11,3,7,4,2024-01-04,2024-01-13,14,42.0,Web,Viajado,0.0,,Pasajero adulto mayor
761,6,12,2,8,2025-08-18,2025-09-08,34,126.0,Agente,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,
762,8,4,4,11,2025-05-04,2025-05-24,9,74.2,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones
